state_name,state_abb,state_fips,cd_fips,cd_name,indiv_label,indiv_with,indiv_without,indiv_increase,indiv_perc,couple_label,couple_with,couple_without,couple_increase,couple_perc,family_label,family_with,family_without,family_increase,family_perc,notes
North Carolina,NC,37,14,North Carolina District 14,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31409,24184,335%,"Family of four, $130,000 (404% FPL)",11050,23643,12593,114%,NA
North Dakota,ND,38,00,North Dakota At-large District,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29033,21808,302%,"Family of four, $130,000 (404% FPL)",11050,21855,10805,98%,NA
Ohio,OH,39,01,Ohio District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24617,17392,241%,"Family of four, $130,000 (404% FPL)",11050,18531,7481,68%,NA
Ohio,OH,39,02,Ohio District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26589,19364,268%,"Family of four, $130,000 (404% FPL)",11050,20015,8965,81%,NA
Ohio,OH,39,03,Ohio District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26911,19686,272%,"Family of four, $130,000 (404% FPL)",11050,20257,9207,83%,NA
Ohio,OH,39,04,Ohio District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28096,20871,289%,"Family of four, $130,000 (404% FPL)",11050,21149,10099,91%,NA
Ohio,OH,39,05,Ohio District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26168,18943,262%,"Family of four, $130,000 (404% FPL)",11050,19698,8648,78%,NA
Ohio,OH,39,06,Ohio District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26559,19334,268%,"Family of four, $130,000 (404% FPL)",11050,19993,8943,81%,NA
Ohio,OH,39,07,Ohio District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25240,18015,249%,"Family of four, $130,000 (404% FPL)",11050,19000,7950,72%,NA
Ohio,OH,39,08,Ohio District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24894,17669,245%,"Family of four, $130,000 (404% FPL)",11050,18740,7690,70%,NA
Ohio,OH,39,09,Ohio District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26214,18989,263%,"Family of four, $130,000 (404% FPL)",11050,19733,8683,79%,NA
Ohio,OH,39,10,Ohio District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26809,19584,271%,"Family of four, $130,000 (404% FPL)",11050,20181,9131,83%,NA
Ohio,OH,39,11,Ohio District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24923,17698,245%,"Family of four, $130,000 (404% FPL)",11050,18761,7711,70%,NA
Ohio,OH,39,12,Ohio District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28201,20976,290%,"Family of four, $130,000 (404% FPL)",11050,21229,10179,92%,NA
Ohio,OH,39,13,Ohio District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25244,18019,249%,"Family of four, $130,000 (404% FPL)",11050,19002,7952,72%,NA
Ohio,OH,39,14,Ohio District 14,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25166,17941,248%,"Family of four, $130,000 (404% FPL)",11050,18944,7894,71%,NA
Ohio,OH,39,15,Ohio District 15,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26943,19718,273%,"Family of four, $130,000 (404% FPL)",11050,20282,9232,84%,NA
Oklahoma,OK,40,01,Oklahoma District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28760,21535,298%,"Family of four, $130,000 (404% FPL)",11050,21650,10600,96%,NA
Oklahoma,OK,40,02,Oklahoma District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32562,25337,351%,"Family of four, $130,000 (404% FPL)",11050,24511,13461,122%,NA
Oklahoma,OK,40,03,Oklahoma District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32904,25679,355%,"Family of four, $130,000 (404% FPL)",11050,24769,13719,124%,NA
Oklahoma,OK,40,04,Oklahoma District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30775,23550,326%,"Family of four, $130,000 (404% FPL)",11050,23166,12116,110%,NA
Oklahoma,OK,40,05,Oklahoma District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28733,21508,298%,"Family of four, $130,000 (404% FPL)",11050,21629,10579,96%,NA
Oregon,OR,41,01,Oregon District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26639,19414,269%,"Family of four, $130,000 (404% FPL)",11050,18777,7727,70%,NA
Oregon,OR,41,02,Oregon District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30769,23544,326%,"Family of four, $130,000 (404% FPL)",11050,21688,10638,96%,NA
Oregon,OR,41,03,Oregon District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26087,18862,261%,"Family of four, $130,000 (404% FPL)",11050,18388,7338,66%,NA
Oregon,OR,41,04,Oregon District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29734,22509,312%,"Family of four, $130,000 (404% FPL)",11050,20958,9908,90%,NA
Oregon,OR,41,05,Oregon District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27213,19988,277%,"Family of four, $130,000 (404% FPL)",11050,19182,8132,74%,NA
Oregon,OR,41,06,Oregon District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26811,19586,271%,"Family of four, $130,000 (404% FPL)",11050,18898,7848,71%,NA
Pennsylvania,PA,42,01,Pennsylvania District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23853,16628,230%,"Family of four, $130,000 (404% FPL)",11050,17955,6905,62%,NA
Pennsylvania,PA,42,02,Pennsylvania District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23853,16628,230%,"Family of four, $130,000 (404% FPL)",11050,17955,6905,62%,NA
Pennsylvania,PA,42,03,Pennsylvania District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23853,16628,230%,"Family of four, $130,000 (404% FPL)",11050,17955,6905,62%,NA
Pennsylvania,PA,42,04,Pennsylvania District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25447,18222,252%,"Family of four, $130,000 (404% FPL)",11050,19156,8106,73%,NA
Pennsylvania,PA,42,05,Pennsylvania District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23853,16628,230%,"Family of four, $130,000 (404% FPL)",11050,17955,6905,62%,NA
Pennsylvania,PA,42,06,Pennsylvania District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27677,20452,283%,"Family of four, $130,000 (404% FPL)",11050,20834,9784,89%,NA
Pennsylvania,PA,42,07,Pennsylvania District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27432,20207,280%,"Family of four, $130,000 (404% FPL)",11050,20650,9600,87%,NA
Pennsylvania,PA,42,08,Pennsylvania District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32936,25711,356%,"Family of four, $130,000 (404% FPL)",11050,24793,13743,124%,NA
Pennsylvania,PA,42,09,Pennsylvania District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35578,28353,392%,"Family of four, $130,000 (404% FPL)",11050,26781,15731,142%,NA
Pennsylvania,PA,42,10,Pennsylvania District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,43064,35839,496%,"Family of four, $130,000 (404% FPL)",11050,32417,21367,193%,NA
Pennsylvania,PA,42,11,Pennsylvania District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33790,26565,368%,"Family of four, $130,000 (404% FPL)",11050,25436,14386,130%,NA
Pennsylvania,PA,42,12,Pennsylvania District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24995,17770,246%,"Family of four, $130,000 (404% FPL)",11050,18815,7765,70%,NA
Pennsylvania,PA,42,13,Pennsylvania District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,37198,29973,415%,"Family of four, $130,000 (404% FPL)",11050,28001,16951,153%,NA
Pennsylvania,PA,42,14,Pennsylvania District 14,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26918,19693,273%,"Family of four, $130,000 (404% FPL)",11050,20263,9213,83%,NA
Pennsylvania,PA,42,15,Pennsylvania District 15,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34439,27214,377%,"Family of four, $130,000 (404% FPL)",11050,25924,14874,135%,NA
Pennsylvania,PA,42,16,Pennsylvania District 16,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25895,18670,258%,"Family of four, $130,000 (404% FPL)",11050,19492,8442,76%,NA
Pennsylvania,PA,42,17,Pennsylvania District 17,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25244,18019,249%,"Family of four, $130,000 (404% FPL)",11050,19003,7953,72%,NA
Rhode Island,RI,44,01,Rhode Island District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25789,18564,257%,"Family of four, $130,000 (404% FPL)",11050,19413,8363,76%,NA
Rhode Island,RI,44,02,Rhode Island District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,25789,18564,257%,"Family of four, $130,000 (404% FPL)",11050,19413,8363,76%,NA
South Carolina,SC,45,01,South Carolina District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28190,20965,290%,"Family of four, $130,000 (404% FPL)",11050,21220,10170,92%,NA
South Carolina,SC,45,02,South Carolina District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28913,21688,300%,"Family of four, $130,000 (404% FPL)",11050,21765,10715,97%,NA
South Carolina,SC,45,03,South Carolina District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30186,22961,318%,"Family of four, $130,000 (404% FPL)",11050,22723,11673,106%,NA
South Carolina,SC,45,04,South Carolina District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31056,23831,330%,"Family of four, $130,000 (404% FPL)",11050,23378,12328,112%,NA
South Carolina,SC,45,05,South Carolina District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30438,23213,321%,"Family of four, $130,000 (404% FPL)",11050,22913,11863,107%,NA
South Carolina,SC,45,06,South Carolina District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27705,20480,283%,"Family of four, $130,000 (404% FPL)",11050,20855,9805,89%,NA
South Carolina,SC,45,07,South Carolina District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,26452,19227,266%,"Family of four, $130,000 (404% FPL)",11050,19912,8862,80%,NA
South Dakota,SD,46,00,South Dakota At-large District,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33405,26180,362%,"Family of four, $130,000 (404% FPL)",11050,25146,14096,128%,NA
Tennessee,TN,47,01,Tennessee District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34876,27651,383%,"Family of four, $130,000 (404% FPL)",11050,26253,15203,138%,NA
Tennessee,TN,47,02,Tennessee District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34097,26872,372%,"Family of four, $130,000 (404% FPL)",11050,25667,14617,132%,NA
Tennessee,TN,47,03,Tennessee District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35187,27962,387%,"Family of four, $130,000 (404% FPL)",11050,26487,15437,140%,NA
Tennessee,TN,47,04,Tennessee District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,38297,31072,430%,"Family of four, $130,000 (404% FPL)",11050,28828,17778,161%,NA
Tennessee,TN,47,05,Tennessee District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,38556,31331,434%,"Family of four, $130,000 (404% FPL)",11050,29023,17973,163%,NA
Tennessee,TN,47,06,Tennessee District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,39117,31892,441%,"Family of four, $130,000 (404% FPL)",11050,29446,18396,166%,NA
Tennessee,TN,47,07,Tennessee District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,38516,31291,433%,"Family of four, $130,000 (404% FPL)",11050,28994,17944,162%,NA
Tennessee,TN,47,08,Tennessee District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34926,27701,383%,"Family of four, $130,000 (404% FPL)",11050,26291,15241,138%,NA
Tennessee,TN,47,09,Tennessee District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32925,25700,356%,"Family of four, $130,000 (404% FPL)",11050,24785,13735,124%,NA
Texas,TX,48,01,Texas District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33912,26687,369%,"Family of four, $130,000 (404% FPL)",11050,25528,14478,131%,NA
Texas,TX,48,02,Texas District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31334,24109,334%,"Family of four, $130,000 (404% FPL)",11050,23587,12537,113%,NA
Texas,TX,48,03,Texas District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34229,27004,374%,"Family of four, $130,000 (404% FPL)",11050,25766,14716,133%,NA
Texas,TX,48,04,Texas District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35604,28379,393%,"Family of four, $130,000 (404% FPL)",11050,26801,15751,143%,NA
Texas,TX,48,05,Texas District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34398,27173,376%,"Family of four, $130,000 (404% FPL)",11050,25893,14843,134%,NA
Texas,TX,48,06,Texas District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34976,27751,384%,"Family of four, $130,000 (404% FPL)",11050,26329,15279,138%,NA
Texas,TX,48,07,Texas District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30942,23717,328%,"Family of four, $130,000 (404% FPL)",11050,23292,12242,111%,NA
Texas,TX,48,08,Texas District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31766,24541,340%,"Family of four, $130,000 (404% FPL)",11050,23912,12862,116%,NA
Texas,TX,48,09,Texas District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31023,23798,329%,"Family of four, $130,000 (404% FPL)",11050,23353,12303,111%,NA
Texas,TX,48,10,Texas District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34647,27422,380%,"Family of four, $130,000 (404% FPL)",11050,26081,15031,136%,NA
Texas,TX,48,11,Texas District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,37303,30078,416%,"Family of four, $130,000 (404% FPL)",11050,28081,17031,154%,NA
Texas,TX,48,12,Texas District 12,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35740,28515,395%,"Family of four, $130,000 (404% FPL)",11050,26904,15854,143%,NA
Texas,TX,48,13,Texas District 13,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,40641,33416,463%,"Family of four, $130,000 (404% FPL)",11050,30593,19543,177%,NA
Texas,TX,48,14,Texas District 14,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33354,26129,362%,"Family of four, $130,000 (404% FPL)",11050,25108,14058,127%,NA
Texas,TX,48,15,Texas District 15,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33208,25983,360%,"Family of four, $130,000 (404% FPL)",11050,24998,13948,126%,NA
Texas,TX,48,16,Texas District 16,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30274,23049,319%,"Family of four, $130,000 (404% FPL)",11050,22790,11740,106%,NA
Texas,TX,48,17,Texas District 17,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34994,27769,384%,"Family of four, $130,000 (404% FPL)",11050,26342,15292,138%,NA
Texas,TX,48,18,Texas District 18,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30173,22948,318%,"Family of four, $130,000 (404% FPL)",11050,22713,11663,106%,NA
Texas,TX,48,19,Texas District 19,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,41417,34192,473%,"Family of four, $130,000 (404% FPL)",11050,31177,20127,182%,NA
Texas,TX,48,20,Texas District 20,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32466,25241,349%,"Family of four, $130,000 (404% FPL)",11050,24439,13389,121%,NA
Texas,TX,48,21,Texas District 21,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,32792,25567,354%,"Family of four, $130,000 (404% FPL)",11050,24685,13635,123%,NA
Texas,TX,48,22,Texas District 22,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33021,25796,357%,"Family of four, $130,000 (404% FPL)",11050,24857,13807,125%,NA
Texas,TX,48,23,Texas District 23,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34165,26940,373%,"Family of four, $130,000 (404% FPL)",11050,25718,14668,133%,NA
Texas,TX,48,24,Texas District 24,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34663,27438,380%,"Family of four, $130,000 (404% FPL)",11050,26093,15043,136%,NA
Texas,TX,48,25,Texas District 25,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,38052,30827,427%,"Family of four, $130,000 (404% FPL)",11050,28644,17594,159%,NA
Texas,TX,48,26,Texas District 26,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35456,28231,391%,"Family of four, $130,000 (404% FPL)",11050,26690,15640,142%,NA
Texas,TX,48,27,Texas District 27,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,35097,27872,386%,"Family of four, $130,000 (404% FPL)",11050,26419,15369,139%,NA
Texas,TX,48,28,Texas District 28,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33338,26113,361%,"Family of four, $130,000 (404% FPL)",11050,25096,14046,127%,NA
Texas,TX,48,29,Texas District 29,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30173,22948,318%,"Family of four, $130,000 (404% FPL)",11050,22713,11663,106%,NA
Texas,TX,48,30,Texas District 30,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34058,26833,371%,"Family of four, $130,000 (404% FPL)",11050,25637,14587,132%,NA
Texas,TX,48,31,Texas District 31,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33948,26723,370%,"Family of four, $130,000 (404% FPL)",11050,25555,14505,131%,NA
Texas,TX,48,32,Texas District 32,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34045,26820,371%,"Family of four, $130,000 (404% FPL)",11050,25628,14578,132%,NA
Texas,TX,48,33,Texas District 33,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34458,27233,377%,"Family of four, $130,000 (404% FPL)",11050,25939,14889,135%,NA
Texas,TX,48,34,Texas District 34,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34696,27471,380%,"Family of four, $130,000 (404% FPL)",11050,26118,15068,136%,NA
Texas,TX,48,35,Texas District 35,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31996,24771,343%,"Family of four, $130,000 (404% FPL)",11050,24086,13036,118%,NA
Texas,TX,48,36,Texas District 36,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31876,24651,341%,"Family of four, $130,000 (404% FPL)",11050,23995,12945,117%,NA
Texas,TX,48,37,Texas District 37,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31854,24629,341%,"Family of four, $130,000 (404% FPL)",11050,23979,12929,117%,NA
Texas,TX,48,38,Texas District 38,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30173,22948,318%,"Family of four, $130,000 (404% FPL)",11050,22713,11663,106%,NA
Utah,UT,49,01,Utah District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31260,24035,333%,"Family of four, $130,000 (404% FPL)",11050,23674,12624,114%,NA
Utah,UT,49,02,Utah District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34801,27576,382%,"Family of four, $130,000 (404% FPL)",11050,26356,15306,139%,NA
Utah,UT,49,03,Utah District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29799,22574,312%,"Family of four, $130,000 (404% FPL)",11050,22568,11518,104%,NA
Utah,UT,49,04,Utah District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29325,22100,306%,"Family of four, $130,000 (404% FPL)",11050,22209,11159,101%,NA
Vermont,VT,50,00,Vermont At-large District,"45-year-old individual, $32,000 (204% FPL)",211,1679,1468,696%,"60-year-old couple, $85,000 (401% FPL)",7225,31080,23855,330%,"Family of four, $130,000 (404% FPL)",11050,43667,32617,295%,Note: Calculations account for Vermont-specific premium subsidies
Virginia,VA,51,01,Virginia District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,22731,15506,215%,"Family of four, $130,000 (404% FPL)",11050,17111,6061,55%,NA
Virginia,VA,51,02,Virginia District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23083,15858,219%,"Family of four, $130,000 (404% FPL)",11050,17376,6326,57%,NA
Virginia,VA,51,03,Virginia District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,22884,15659,217%,"Family of four, $130,000 (404% FPL)",11050,17226,6176,56%,NA
Virginia,VA,51,04,Virginia District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,22503,15278,211%,"Family of four, $130,000 (404% FPL)",11050,16939,5889,53%,NA
Virginia,VA,51,05,Virginia District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24260,17035,236%,"Family of four, $130,000 (404% FPL)",11050,18262,7212,65%,NA
Virginia,VA,51,06,Virginia District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24928,17703,245%,"Family of four, $130,000 (404% FPL)",11050,18765,7715,70%,NA
